Price Date,Adike Price (Rs./Quintal),Patora Price (Rs./Quintal)
2020-08-18,35800,35600
2020-08-19,35800,35600
2020-08-20,35800,35600
2020-08-21,35800,35500
2020-08-24,35800,35600
2020-08-25,35800,35600
2020-08-26,35800,35600
2020-08-27,35800,35600
2020-08-28,35800,35600
2020-08-29,35800,35600
2020-08-31,35800,35600
2020-09-01,35800,35600
2020-09-02,35800,35600
2020-09-03,35800,35600
2020-09-04,35800,35600
2020-09-05,35800,35600
2020-09-07,36000,35500
2020-09-08,36000,35550
2020-09-09,36000,35500
2020-09-10,36000,35500
2020-09-11,36000,35500
2020-09-14,35500,35000
2020-09-15,35500,35000
2020-09-18,35500,35000
2020-09-19,35500,35000
2020-09-21,35500,35000
2020-09-22,35500,35000
2020-09-23,35500,35000
2020-09-24,35500,35000
2020-09-25,35500,35000
2020-10-01,35500,35000
2020-10-03,35300,35000
2020-10-05,35600,35500
2020-10-16,39500,37500
2020-10-20,22152,22152
2020-10-27,32500,27500
2020-10-28,32500,27500
2020-11-02,32500,27500
2020-11-06,32500,27500
2020-11-07,32500,27500
2020-11-10,33000,27500
2020-11-11,33000,27500
2020-11-12,30000,27500
2020-11-13,30000,27500
2020-11-17,33000,30000
2020-11-18,33000,30000
2020-11-21,33000,30000
2020-11-23,33000,30000
2020-11-25,33000,26000
2020-11-26,33000,26000
2020-11-27,33000,26000
2020-11-30,33000,26000
2020-12-01,33000,26000
2020-12-02,33000,26000
2020-12-04,33000,26000
2020-12-05,32500,31000
2020-12-09,32000,30000
2020-12-10,32000,30000
2020-12-11,32000,30000
2020-12-14,31500,30500
2020-12-15,31500,30500
2020-12-16,31500,30000
2020-12-17,32500,30000
2020-12-21,33500,30000
2020-12-22,33500,30000
2020-12-24,33500,30000
2020-12-28,33500,30000
2020-12-30,33500,30000
2020-12-31,33500,30000
2021-01-01,33500,32000
2021-01-02,33500,32000
2021-01-04,34000,32000
2021-01-05,34500,32000
2021-01-06,35000,32500
2021-01-07,35000,32500
2021-01-08,35500,32500
2021-01-11,35500,30000
2021-01-12,35500,33000
2021-01-13,35500,33000
2021-01-15,35500,33000
2021-01-16,35500,33000
2021-01-18,35500,33000
2021-01-19,35500,33000
2021-01-21,36000,35000
2021-01-25,36500,36000
2021-01-27,36500,34500
2021-01-28,37500,36000
2021-01-29,37500,36000
2021-01-30,37500,36000
2021-02-01,37500,36000
2021-02-03,38000,36000
2021-02-05,39000,36000
2021-02-06,39500,36000
2021-02-08,47000,40000
2021-02-09,41000,40000
2021-02-11,42500,40000
2021-02-12,42500,40000
2021-02-15,42500,40000
2021-02-16,42500,40000
2021-02-17,42500,40000
2021-02-18,42500,40000
2021-02-19,42500,40000
2021-02-20,42500,40000
2021-02-22,42500,40000
2021-02-23,40500,39000
2021-02-24,41500,39000
2021-02-25,40000,39000
2021-02-26,40500,39000
2021-03-01,40500,39000
2021-03-02,40000,39000
2021-03-03,40000,39000
2021-03-04,40000,39000
2021-03-05,40000,39000
2021-03-06,40100,39000
2021-03-07,40500,39000
2021-03-08,40500,39000
2021-03-09,40500,40000
2021-03-10,40000,39000
2021-03-12,40000,39000
2021-03-15,40000,39000
2021-03-16,40000,39000
2021-03-17,40000,39000
2021-03-18,40000,39000
2021-03-19,40000,39000
2021-03-20,40000,39000
2021-03-22,40000,39000
2021-03-23,40000,39000
2021-03-24,40500,39000
2021-03-25,41000,39000
2021-03-26,41000,39000
2021-03-29,41000,39000
2021-03-31,45000,43000
2021-04-01,40000,39000
2021-04-03,40000,39000
2021-04-05,41000,39000
2021-04-06,41000,39000
2021-04-07,41000,39000
2021-04-08,41000,39000
2021-04-09,41000,39000
2021-04-12,41000,38000
2021-04-16,41000,38000
2021-04-17,41000,39000
2021-04-19,41000,38000
2021-04-20,41000,38000
2021-04-21,41000,38000
2021-04-22,41000,38000
2021-04-23,41000,38000
2021-04-26,41000,38000
2021-04-27,41000,38000
2021-04-28,40000,38000
2021-04-29,40000,38000
2021-04-30,40000,38000
2021-05-03,40000,38000
2021-05-04,40000,38000
2021-05-05,40000,38000
2021-05-06,40000,38000
2021-05-07,40000,38000
2021-05-10,40000,38000
2021-05-17,40000,38000
2021-05-18,40000,38000
2021-05-19,40000,38000
2021-05-20,40000,38000
2021-05-24,40000,38000
2021-05-25,40000,38000
2021-05-26,40000,38000
2021-05-27,40000,38000
2021-05-31,40000,38000
2021-06-01,40000,38000
2021-06-02,40000,38000
2021-06-03,40000,38000
2021-06-07,40000,38000
2021-06-08,40000,38000
2021-06-09,40000,38000
2021-06-10,40000,38000
2021-06-14,40000,38000
2021-06-15,42000,38000
2021-06-16,42100,38000
2021-06-17,42100,38000
2021-06-18,42100,38000
2021-06-21,42100,38000
2021-06-22,42100,38000
2021-06-23,42100,38000
2021-06-24,42100,38000
2021-06-25,42100,38000
2021-06-28,42100,38000
2021-06-29,42100,38000
2021-06-30,42100,38000
2021-07-01,42100,40000
2021-07-02,43000,40000
2021-07-05,43000,40000
2021-07-06,43000,40000
2021-07-07,43000,40000
2021-07-09,43000,40000
2021-07-12,43000,40000
2021-07-13,43000,40000
2021-07-14,43000,40000
2021-07-15,43000,40000
2021-07-17,43000,40000
2021-07-19,43000,40000
2021-07-20,43000,40000
2021-07-22,43000,40000
2021-07-23,43000,40000
2021-07-26,45000,42000
2021-07-27,45000,42000
2021-07-28,45000,42000
2021-07-29,45000,42000
2021-07-30,45000,40000
2021-07-31,45000,40000
2021-08-02,45000,40000
2021-08-03,45000,40000
2021-08-04,45000,43000
2021-08-06,45000,43000
2021-08-07,45000,43000
2021-08-09,45000,43000
2021-08-10,45000,43000
2021-08-11,45000,43000
2021-08-12,45000,43000
2021-08-16,46000,43000
2021-08-19,46000,43000
2021-08-21,46000,43000
2021-08-23,46000,43000
2021-08-24,46000,43000
2021-08-25,46000,43000
2021-08-26,46000,43000
2021-08-27,46000,43000
2021-08-31,46000,43000
2021-09-01,46500,43000
2021-09-02,46500,43000
2021-09-03,46500,43000
2021-09-06,46500,43000
2021-09-07,47000,43000
2021-09-08,47000,43000
2021-09-09,47000,43000
2021-09-13,48000,43000
2021-09-14,48000,43000
2021-09-15,47000,43000
2021-09-16,48000,43000
2021-09-17,49000,44000
2021-09-20,50000,44400
2021-09-21,50000,47000
2021-09-22,50000,47000
2021-09-23,50000,47000
2021-09-24,50000,47000
2021-09-27,50000,48000
2021-09-28,50000,48000
2021-09-29,50000,48000
2021-09-30,50000,48000
2021-10-05,42500,38000
2021-10-18,42500,38000
2021-10-21,42500,38000
2021-10-25,42500,38000
2021-10-26,42500,38000
2021-10-27,42500,38000
2021-10-28,42500,38000
2021-10-29,42500,38000
2021-10-30,42500,38000
2021-11-02,42500,38000
2021-11-06,42500,38000
2021-11-10,42500,38000
2021-11-11,42500,38000
2021-11-12,42500,38000
2021-11-15,42500,38000
2021-11-16,42500,38000
2021-11-17,42500,38000
2021-11-18,42500,38000
2021-11-19,42500,38000
2021-11-25,42500,38000
2021-11-26,42500,38000
2021-11-29,42500,38000
2021-11-30,42500,38000
2021-12-01,43500,41000
2021-12-02,43500,41000
2021-12-03,43500,41000
2021-12-04,43500,41000
2021-12-06,43500,41000
2021-12-07,43500,42000
2021-12-08,43500,42000
2021-12-09,43500,41000
2021-12-10,43500,41000
2021-12-13,43500,41000
2021-12-14,45000,41000
2021-12-15,45000,43000
2021-12-16,45000,43000
2021-12-17,45000,43000
2021-12-18,48000,43000
2021-12-20,45000,43000
2021-12-21,45000,43000
2021-12-22,45000,43000
2021-12-23,45000,43000
2021-12-24,46000,45000
2021-12-27,45000,43000
2021-12-28,45000,43000
2021-12-29,45000,43000
2021-12-30,45000,43500
2021-12-31,45000,43000
2022-01-01,45000,43000
2022-01-03,45000,43000
2022-01-04,45000,43000
2022-01-05,45000,43000
2022-01-06,45000,43000
2022-01-07,45000,43000
2022-01-10,46000,43000
2022-01-11,45000,43000
2022-01-12,45000,43000
2022-01-13,45000,43000
2022-01-14,45000,43000
2022-01-17,45000,43000
2022-01-18,45000,43000
2022-01-19,45000,42000
2022-01-20,45000,43000
2022-01-21,45000,43000
2022-01-24,45000,43000
2022-01-25,45000,43000
2022-01-27,45000,43000
2022-01-28,45000,43000
2022-01-29,45000,43000
2022-01-31,45000,43000
2022-02-01,45000,43000
2022-02-02,45000,43000
2022-02-03,45100,45000
2022-02-04,45000,43000
2022-02-05,45000,43000
2022-02-07,45000,43000
2022-02-08,45000,43000
2022-02-09,45000,43000
2022-02-10,45000,43000
2022-02-11,45000,43000
2022-02-14,45000,43000
2022-02-15,45000,43000
2022-02-16,44500,43000
2022-02-17,45000,43000
2022-02-18,45000,43000
2022-02-19,45000,43000
2022-02-21,45000,43000
2022-02-22,45000,43000
2022-02-23,45000,43000
2022-02-24,45000,43000
2022-02-25,45000,43000
2022-02-28,45000,43000
2022-03-02,45000,43000
2022-03-03,45000,43000
2022-03-04,45000,43000
2022-03-05,45000,43000
2022-03-07,45000,43000
2022-03-08,45000,43000
2022-03-09,45000,43000
2022-03-10,45000,43000
2022-03-11,45000,43000
2022-03-14,45000,43000
2022-03-15,45000,43000
2022-03-16,45000,40000
2022-03-17,45000,43000
2022-03-18,45000,43000
2022-03-19,45000,43000
2022-03-21,45000,43000
2022-03-22,45000,43000
2022-03-23,45000,43000
2022-03-24,45000,43000
2022-03-25,45000,43000
2022-03-28,45000,43000
2022-04-01,45000,42500
2022-04-04,45000,42500
2022-04-05,45000,42500
2022-04-06,45000,43500
2022-04-07,45000,42500
2022-04-08,45000,42500
2022-04-11,45000,42500
2022-04-12,45000,42500
2022-04-13,45000,42500
2022-04-16,45000,42500
2022-04-18,45000,42500
2022-04-19,53000,42500
2022-04-20,45000,43000
2022-04-21,45000,43000
2022-04-22,45000,43000
2022-04-25,45000,43000
2022-04-26,45000,43000
2022-04-27,45000,43000
2022-04-28,45000,43000
2022-04-29,45000,43000
2022-04-30,45000,43000
2022-05-04,45000,43000
2022-05-05,45000,43000
2022-05-06,45000,43000
2022-05-07,45000,43000
2022-05-09,45000,43000
2022-05-10,45000,43000
2022-05-11,45000,43000
2022-05-12,45000,43000
2022-05-13,45000,43000
2022-05-16,45000,43000
2022-05-17,45000,43000
2022-05-18,45000,43000
2022-05-19,45000,43000
2022-05-20,45000,43000
2022-05-21,45000,43000
2022-05-23,45000,43000
2022-05-24,45000,43000
2022-05-25,45000,43000
2022-05-26,45000,43000
2022-05-27,45000,43000
2022-05-30,45000,43000
2022-05-31,45000,43000
2022-06-02,45000,43000
2022-06-03,45000,43000
2022-06-04,45000,43000
2022-06-06,45000,43000
2022-06-07,45000,43000
2022-06-08,45000,43000
2022-06-09,45000,43000
2022-06-10,45000,42000
2022-06-13,45000,43000
2022-06-14,45000,43000
2022-06-15,45000,43000
2022-06-16,45000,43000
2022-06-18,45000,43000
2022-06-20,45000,43000
2022-06-21,45000,43000
2022-06-22,45000,43000
2022-06-23,45000,43000
2022-06-24,45000,43000
2022-06-27,45000,43000
2022-06-28,45000,43000
2022-06-29,45000,43000
2022-06-30,45000,43000
2022-07-04,45000,43000
2022-07-05,45000,43000
2022-07-06,45000,43000
2022-07-07,45000,43000
2022-07-08,45000,43000
2022-07-11,45000,43000
2022-07-12,45000,43000
2022-07-13,45000,43000
2022-07-14,45000,43000
2022-07-15,45000,43000
2022-07-16,45000,43000
2022-07-18,45000,43000
2022-07-19,45000,43000
2022-07-20,45000,43000
2022-07-21,45000,43000
2022-07-22,45000,43000
2022-07-25,45000,43000
2022-07-26,45000,43000
2022-07-27,45000,43000
2022-07-28,45000,43000
2022-07-29,45000,43000
2022-07-30,45000,43000
2022-08-01,45000,43000
2022-08-03,45000,43000
2022-08-04,45000,43000
2022-08-05,45000,43000
2022-08-06,45000,43000
2022-08-08,45000,43000
2022-08-10,46000,43000
2022-08-11,46000,43000
2022-08-12,46000,43000
2022-08-16,46000,43000
2022-08-17,46500,43000
2022-08-18,46500,43000
2022-08-19,46500,43000
2022-08-20,46500,43000
2022-08-22,47500,43000
2022-08-23,47500,43000
2022-08-24,47500,43000
2022-08-25,47500,43000
2022-08-26,47500,43000
2022-08-29,47500,43000
2022-08-30,47500,43000
2022-09-01,47500,43000
2022-09-02,47500,43000
2022-09-03,47500,43000
2022-09-05,47500,43000
2022-09-06,47500,43000
2022-09-07,47500,43000
2022-09-12,47500,43000
2022-09-13,47500,43000
2022-09-14,47500,43000
2022-09-15,47500,43000
2022-09-16,47500,43000
2022-09-17,47500,43000
2022-09-19,47500,43000
2022-09-21,47500,43000
2022-09-23,47500,43000
2022-09-27,47500,43000
2022-09-28,47500,43000
2022-09-29,47500,43000
2022-09-30,47500,43000
2022-10-07,35000,25000
2022-10-10,35000,25000
2022-10-11,35000,25000
2022-10-13,35000,25000
2022-10-15,35000,25000
2022-10-18,38000,25000
2022-10-21,38000,30000
2022-10-28,38000,30000
2022-11-03,38000,30000
2022-11-04,38000,30000
2022-11-05,38000,30000
2022-11-07,38000,30000
2022-11-10,38000,30000
2022-11-14,37500,30000
2022-11-15,37500,30000
2022-11-17,37500,30000
2022-11-21,37500,30000
2022-11-22,37500,30000
2022-11-23,37500,30000
2022-11-24,37500,30000
2022-11-25,37500,30000
2022-11-28,37500,35000
2022-11-29,37500,35000
2022-12-01,37500,35000
2022-12-03,37500,35000
2022-12-05,37500,35000
2022-12-06,37500,35000
2022-12-07,37500,35000
2022-12-08,37500,35000
2022-12-09,37500,35000
2022-12-12,37500,35000
2022-12-13,37500,35000
2022-12-14,37500,35000
2022-12-16,37500,35000
2022-12-17,37500,35000
2022-12-19,37500,35000
2022-12-20,37500,35000
2022-12-21,37500,35000
2022-12-22,37500,35000
2022-12-23,37500,35000
2022-12-26,37500,35000
2022-12-28,37500,35000
2022-12-29,37500,35000
2022-12-30,37500,35000
2022-12-31,37500,35000
2023-01-02,37500,35000
2023-01-03,37500,35000
2023-01-04,37500,35000
2023-01-05,39000,35000
2023-01-06,39000,35000
2023-01-07,39000,35000
2023-01-09,39000,35000
2023-01-10,39000,35000
2023-01-11,39000,35000
2023-01-12,40000,35000
2023-01-13,40000,35000
2023-01-16,40000,35000
2023-01-17,40000,35000
2023-01-18,40000,35000
2023-01-19,40000,35000
2023-01-20,40000,35000
2023-01-21,40000,35000
2023-01-23,40000,35000
2023-01-24,40000,35000
2023-01-25,40000,35000
2023-01-27,40000,35000
2023-01-30,40000,35000
2023-01-31,40000,35000
2023-02-01,40000,35000
2023-02-02,40000,35000
2023-02-03,40000,35000
2023-02-04,40000,35000
2023-02-06,40000,35000
2023-02-07,40000,35000
2023-02-08,40000,35000
2023-02-09,40000,35000
2023-02-10,40000,35000
2023-02-13,40000,35000
2023-02-14,40000,35000
2023-02-15,40000,35000
2023-02-17,40000,35000
2023-02-20,40000,35000
2023-02-21,40000,35000
2023-02-22,40000,35000
2023-02-23,40000,35000
2023-02-24,40000,35000
2023-02-27,40000,35000
2023-02-28,40000,35000
2023-03-02,40000,35000
2023-03-03,40000,35000
2023-03-04,40000,35000
2023-03-06,40000,35000
2023-03-07,40000,35000
2023-03-08,40000,35000
2023-03-09,50000,48500
2023-03-10,40000,35000
2023-03-13,40000,35000
2023-03-14,40000,35000
2023-03-15,40000,35000
2023-03-16,40000,35000
2023-03-17,40000,35000
2023-03-18,40000,35000
2023-03-20,40000,35000
2023-03-21,40000,35000
2023-03-23,40000,35000
2023-03-24,40000,35000
2023-03-27,40000,35000
2023-03-28,40000,35000
2023-04-03,38000,35000
2023-04-05,38000,35000
2023-04-06,38000,35000
2023-04-10,38000,35000
2023-04-11,38000,35000
2023-04-12,38000,35000
2023-04-13,38500,35000
2023-04-15,38500,35000
2023-04-17,38500,35000
2023-04-18,39000,35000
2023-04-19,39000,35000
2023-04-20,39500,35000
2023-04-21,39500,35000
2023-04-24,40000,35000
2023-04-25,40000,35000
2023-04-26,40000,35000
2023-04-27,40000,35000
2023-04-28,40000,35000
2023-04-29,40000,35000
2023-05-02,40000,35000
2023-05-03,39500,35000
2023-05-04,39500,35000
2023-05-05,39500,35000
2023-05-06,39500,35000
2023-05-08,39500,35000
2023-05-09,39500,35000
2023-05-11,40000,35000
2023-05-12,40000,35000
2023-05-15,40500,30500
2023-05-16,40500,35000
2023-05-17,40500,35000
2023-05-18,40500,35000
2023-05-19,40500,35000
2023-05-20,40500,35000
2023-05-22,40500,35000
2023-05-23,40500,35000
2023-05-24,40500,35000
2023-05-25,40500,35000
2023-05-26,40500,35000
2023-05-29,40500,35000
2023-05-30,40500,35000
2023-05-31,40500,35000
2023-06-01,40500,35000
2023-06-02,40500,35000
2023-06-03,40500,35000
2023-06-05,40500,35000
2023-06-06,40500,35000
2023-06-07,40500,35000
2023-06-08,40500,35000
2023-06-09,40500,35000
2023-06-12,40500,35000
2023-06-13,40500,35000
2023-06-14,40500,35000
2023-06-15,40500,35000
2023-06-16,40500,35000
2023-06-17,40500,35000
2023-06-19,41000,35000
2023-06-20,41000,35000
2023-06-21,41000,35000
2023-06-22,41500,35000
2023-06-23,41500,35000
2023-06-26,41500,35000
2023-06-27,41500,35000
2023-06-28,41500,35000
2023-06-30,41500,35000
2023-07-01,41500,35000
2023-07-03,41500,35000
2023-07-04,41500,35000
2023-07-05,41500,35000
2023-07-06,41500,35000
2023-07-07,41500,35000
2023-07-10,41500,35000
2023-07-11,42000,35000
2023-07-12,42500,35000
2023-07-13,42500,35000
2023-07-14,42500,35000
2023-07-15,42500,35000
2023-07-18,42500,35000
2023-07-19,42500,35000
2023-07-20,42500,35000
2023-07-21,42500,35000
2023-07-24,43200,35000
2023-07-25,43200,35000
2023-07-26,43200,35000
2023-07-27,43700,35000
2023-07-28,43700,35000
2023-07-31,44200,35000
2023-08-01,44200,35000
2023-08-02,45000,35000
2023-08-03,45000,35000
2023-08-04,45000,35000
2023-08-05,45000,35000
2023-08-07,45000,35000
2023-08-08,45000,35000
2023-08-09,45000,35000
2023-08-10,45000,35000
2023-08-11,45000,35000
2023-08-14,45000,35000
2023-08-17,44500,35000
2023-08-18,44500,35000
2023-08-19,44500,35000
2023-08-21,44500,35000
2023-08-24,45000,40000
2023-08-25,45000,40000
2023-08-28,45000,40000
2023-08-29,45000,40000
2023-08-30,45000,40000
2023-08-31,45000,40000
2023-09-01,45000,40000
2023-09-02,45000,40000
2023-09-05,45000,40000
2023-09-06,45000,35000
2023-09-08,45000,35000
2023-09-11,45000,35000
2023-09-12,45000,35000
2023-09-13,45000,40000
2023-09-14,45000,40000
2023-09-15,45000,40000
2023-09-16,45000,40000
2023-09-18,45000,40000
2023-09-20,45000,40000
2023-09-21,45000,40000
2023-09-22,45000,40000
2023-09-25,45000,40000
2023-09-26,45000,40000
2023-09-27,45000,40000
2023-09-29,45000,40000
2023-09-30,45000,40000
2023-10-03,36500,30000
2023-10-17,36500,30000
2023-10-20,36500,30000
2023-10-26,36500,30000
2023-11-02,36500,30000
2023-11-06,36500,30000
2023-11-07,36500,30000
2023-11-08,36500,30000
2023-11-09,36500,30000
2023-11-10,36500,30000
2023-11-18,36500,30000
2023-11-20,36500,30000
2023-11-21,36500,30000
2023-11-22,36500,30000
2023-11-23,36500,30000
2023-11-27,36500,30000
2023-12-01,36500,30000
2023-12-02,36500,30000
2023-12-04,36500,30000
2023-12-05,36500,30000
2023-12-06,36500,30000
2023-12-07,36500,30000
2023-12-08,36500,30000
2023-12-11,36500,30000
2023-12-12,36500,30000
2023-12-13,36500,30000
2023-12-14,36500,30000
2023-12-15,36500,30000
2023-12-16,36500,30000
2023-12-18,36500,30000
2023-12-19,36500,30000
2023-12-21,36500,30000
2023-12-22,36500,30000
2023-12-26,36500,30000
2023-12-27,36500,30000
2023-12-28,36500,30000
2023-12-29,36500,30000
2023-12-30,36500,30000
2024-01-01,36500,30000
2024-01-02,36500,30000
2024-01-03,36500,30000
2024-01-04,37000,30000
2024-01-05,37000,35000
2024-01-06,37000,35000
2024-01-08,37000,35000
2024-01-09,37000,35000
2024-01-10,37000,30000
2024-01-11,37000,30000
2024-01-12,37000,30000
2024-01-16,37000,30000
2024-01-17,37000,30000
2024-01-19,37000,30000
2024-01-23,36500,30000
2024-01-24,36000,30000
2024-01-25,36000,30000
2024-01-29,35000,30000
2024-01-30,35000,30000
2024-01-31,35000,30000
2024-02-01,35000,30000
2024-02-02,35000,30000
2024-02-03,35000,30000
2024-02-05,35000,30000
2024-02-06,35000,30000
2024-02-07,35000,30000
2024-02-08,35000,30000
2024-02-09,35000,30000
2024-02-12,35000,30000
2024-02-13,34500,30000
2024-02-14,34500,30000
2024-02-15,34500,30000
2024-02-16,34000,30000
2024-02-17,34000,30000
2024-02-19,34000,30000
2024-02-20,34000,30000
2024-02-21,34000,30000
2024-02-22,34000,30000
2024-02-26,34500,30000
2024-02-27,34500,30000
2024-02-28,34500,30000
2024-02-29,34500,30000
2024-03-01,34500,30000
2024-03-02,34500,30000
2024-03-04,34500,30000
2024-03-05,34500,30000
2024-03-06,34500,30000
2024-03-07,34500,30000
2024-03-11,35000,30000
2024-03-12,35000,30000
2024-03-13,35000,30000
2024-03-14,35000,30000
2024-03-15,35000,30000
2024-03-16,35000,30000
2024-03-18,35000,30000
2024-03-19,35000,30000
2024-03-20,35500,30000
2024-03-21,35500,30000
2024-03-22,35500,30000
2024-03-25,36500,30000
2024-04-15,36500,30000
2024-04-16,36500,30000
2024-04-17,36500,30000
2024-04-18,36500,30000
2024-04-19,36500,30000
2024-04-20,36500,30000
2024-04-22,36500,30000
2024-04-23,36500,30000
2024-04-24,36500,30000
2024-04-25,36500,30000
2024-04-29,36500,30000
2024-04-30,36500,30000
2024-05-02,37000,30000
2024-05-03,37000,30000
2024-05-04,37000,30000
2024-05-06,37000,30000
2024-05-07,37500,30000
2024-05-08,37500,30000
2024-05-09,38000,30000
2024-05-13,38000,30000
2024-05-14,38000,30000
2024-05-15,38000,30000
2024-05-16,38000,30000
2024-05-17,38000,30000
2024-05-18,38000,30000
2024-05-20,38000,30000
2024-05-21,38000,30000
2024-05-22,38000,30000
2024-05-23,38000,30000
2024-05-24,38000,30000
2024-05-27,38000,30000
2024-05-28,38000,30000
2024-05-29,38000,30000
2024-05-30,38000,30000
2024-05-31,38000,30000
2024-06-01,38000,30000
2024-06-03,38000,30000
2024-06-05,38000,30000
2024-06-06,38000,30000
2024-06-07,38000,30000
2024-06-10,38000,30000
2024-06-11,38000,30000
2024-06-12,38000,30000
2024-06-13,38000,30000
2024-06-14,38000,30000
2024-06-15,38000,30000
2024-06-18,38000,30000
2024-06-19,38000,30000
2024-06-20,38000,30000
2024-06-21,38000,30000
2024-06-24,38000,30000
2024-06-25,38000,30000
2024-06-26,38000,30000
2024-06-27,38000,30000
2024-06-28,38000,30000
2024-06-29,38000,30000
2024-07-01,38000,30000
2024-07-02,38000,30000
2024-07-03,38000,30000
2024-07-04,38000,30000
2024-07-05,38000,30000
2024-07-06,38000,30000
2024-07-08,38000,30000
2024-07-09,38500,30000
2024-07-10,38500,30000
2024-07-11,38500,30000
2024-07-12,38500,30000
2024-07-13,38500,30000
2024-07-15,38500,30000
2024-07-16,38500,30000
2024-07-18,38500,30000
2024-07-19,38500,30000
2024-07-20,38500,30000
2024-07-22,38500,30000
2024-07-23,38500,30000
2024-07-24,38500,30000
2024-07-25,38500,30000
2024-07-26,38500,30000
2024-07-29,38500,30000
2024-07-30,38500,30000
2024-07-31,38500,30000
2024-08-01,38500,30000
2024-08-02,38500,30000
2024-08-03,38500,30000
2024-08-05,38500,30000
2024-08-06,38500,30000
2024-08-07,38500,30000
2024-08-08,38500,30000
2024-08-09,38500,30000
2024-08-12,38500,30000
2024-08-13,39000,30000
2024-08-16,39000,30000
2024-08-17,39000,30000
2024-08-19,39500,30000
2024-08-20,39500,30000
2024-08-21,39500,30000
2024-08-22,39500,30000
2024-08-23,39500,30000
2024-08-26,39500,30000
2024-08-27,39500,30000
2024-08-28,40000,30000
2024-08-29,40000,30000
2024-08-30,40000,30000
2024-08-31,40000,30000
2024-09-02,40500,30000
2024-09-03,40500,30000
2024-09-04,40500,30000
2024-09-05,40500,30000
2024-09-06,40500,30000
2024-09-09,40500,30000
2024-09-10,40500,30000
2024-09-11,40500,30000
2024-09-12,40500,30000
2024-09-13,40500,30000
2024-09-17,40500,30000
2024-09-18,40500,30000
2024-09-19,40500,30000
2024-09-20,40500,30000
2024-09-21,40500,30000
2024-09-23,40500,30000
2024-09-24,40500,30000
2024-09-25,40500,30000
2024-09-26,40500,30000
2024-09-27,40500,30000
2024-09-30,40500,30000
2024-10-01,31000,27000
2024-10-03,31000,27000
2024-10-05,41000,35000
2024-10-07,31000,27000
2024-10-09,31000,27000
2024-10-18,32500,27000
2024-10-23,32500,27000
2024-10-28,32500,27000
2024-10-29,33000,27000
2024-11-04,33000,27000
2024-11-05,33000,27000
2024-11-14,33000,27000
2024-11-15,33000,27000
2024-11-19,33000,27000
2024-11-25,33500,27000
2024-11-27,33500,27000
2024-12-02,33500,27000
2024-12-04,33500,27000
2024-12-05,33500,27000
2024-12-09,33500,27000
2024-12-10,33500,27000
2024-12-13,33500,27000
2024-12-16,33500,27000
2024-12-17,33500,27000
2024-12-18,34500,27000
2024-12-19,34500,27000
2024-12-20,34500,27000
2024-12-21,34500,27000
2024-12-23,34500,27000
2024-12-30,35000,30000
2024-12-31,35000,30000
2025-01-01,35000,30000
2025-01-02,35000,30000
2025-01-03,35000,30000
2025-01-07,35000,30000
2025-01-09,35500,30000
2025-01-10,35500,30000
2025-01-13,35500,30000
2025-01-15,36000,30000
2025-01-16,36000,30000
2025-01-17,36000,30000
2025-01-18,36000,30000
2025-01-22,36000,30000
2025-01-23,36000,30000
2025-01-24,36000,30000
2025-01-27,36500,30000
2025-01-28,36500,30000
2025-01-29,36500,30000
2025-01-30,36500,30000
2025-01-31,36500,30000
2025-02-01,36500,30000
2025-02-03,36500,30000
2025-02-04,36500,30000
2025-02-06,36500,30000
2025-02-07,36500,30000
2025-02-10,36500,30000
2025-02-11,36500,30000
2025-02-13,36500,30000
2025-02-14,37000,30000
2025-02-15,37000,30000
2025-02-18,37000,30000
2025-02-19,37000,30000
2025-02-20,37000,30000
2025-02-21,37000,30000
2025-02-24,37000,30000
2025-02-25,37000,30000
2025-02-27,37000,30000
2025-02-28,37000,30000
2025-03-04,38000,30000
2025-03-12,40000,30000
2025-03-13,40000,30000
2025-03-14,40000,30000
2025-03-15,40000,30000
2025-03-17,40000,30000
2025-03-20,40000,30000
2025-03-21,40000,30000
2025-03-24,40000,30000
2025-03-25,41000,30000
2025-03-26,42000,30000
2025-03-27,42000,30000
2025-04-03,43000,30000
2025-04-04,43000,30000
2025-04-07,43000,30000
2025-04-08,44000,30000
2025-04-15,44000,30000
2025-04-21,44000,30000
2025-04-22,44000,30000
2025-04-23,44000,30000
2025-04-24,44000,30000
2025-05-02,47500,30000
2025-05-03,47500,30000
2025-05-05,47500,30000
2025-05-07,47000,30000
2025-05-08,46000,30000
2025-05-12,46000,30000
2025-05-13,46000,30000
2025-05-14,46000,30000
2025-05-15,46000,30000
2025-05-16,46000,30000
2025-05-17,46000,30000
2025-05-20,46000,30000
2025-05-21,46000,30000
2025-05-23,48000,30000
2025-05-26,49500,30000
2025-05-28,49500,30000
2025-05-30,49500,30000
2025-05-31,49500,30000
2025-06-04,49500,30000
2025-06-06,49500,30000
2025-06-11,47500,30000
2025-06-13,47500,30000
2025-06-16,47500,30000
2025-06-19,47500,30000
2025-06-20,47500,30000
2025-06-21,47500,30000
2025-06-23,47500,30000
2025-06-24,47500,30000
2025-06-25,48500,30000
2025-06-26,48500,30000
2025-06-30,48500,30000
2025-07-01,48500,30000
2025-07-03,47500,30000
2025-07-04,47500,30000
2025-07-07,47500,30000
2025-07-08,47500,30000
2025-07-09,47500,30000
2025-07-10,47500,30000
2025-07-14,47500,30000
